tripadvisor_id,name,thumbnail,longitude,latitude,city,state,country,address,price,currency_code,rating,popularity,subcategory,detail_url,weekday_hours,product_website
7417125,Teppan-Yaki Mon,,139.89163,35.652855,tokyo,Urayasu,Asia/Tokyo,"2-8-1 Fujimi, Urayasu Chiba Prefecture",0,JPY,,0,['japanese'],https://www.tripadvisor.com/Restaurant_Review-g298162-d7417125-Reviews-Teppan_Yaki_Mon-Urayasu_Chiba_Prefecture_Kanto.html?m=66827,,
14745403,Danshi Chubo Sakaba Kuraoakari,,139.7889,35.702045,tokyo,Taito,Asia/Tokyo,"4-5-4 Kuramae Hibi Building 1F, Taito 111-0051 Tokyo Prefecture",0,JPY,4.0,2,['japanese'],https://www.tripadvisor.com/Restaurant_Review-g1066461-d14745403-Reviews-Danshi_Chubo_Sakaba_Kuraoakari-Taito_Tokyo_Tokyo_Prefecture_Kanto.html?m=66827,,
7490065,Kura,,139.88931,35.70336,tokyo,Edogawa,Asia/Tokyo,"1-40-1 Shinbori, Edogawa Tokyo Prefecture",0,JPY,,0,['japanese'],https://www.tripadvisor.com/Restaurant_Review-g1066445-d7490065-Reviews-Kura-Edogawa_Tokyo_Tokyo_Prefecture_Kanto.html?m=66827,,
17362095,Yakiniku Kuraichimaku,,139.84586,35.70406,tokyo,Edogawa,Asia/Tokyo,"2-24-12 Hirai, Edogawa 132-0035 Tokyo Prefecture",0,JPY,,0,['barbecue'],https://www.tripadvisor.com/Restaurant_Review-g1066445-d17362095-Reviews-Yakiniku_Kuraichimaku-Edogawa_Tokyo_Tokyo_Prefecture_Kanto.html?m=66827,,http://www.kuraichimaku.com/
9887173,Tonkatsu Kiyomasa,,139.78961,35.70123,tokyo,Taito,Asia/Tokyo,"1-7-10 Kuramae, Taito 111-0051 Tokyo Prefecture",0,JPY,,0,['japanese'],https://www.tripadvisor.com/Restaurant_Review-g1066461-d9887173-Reviews-Tonkatsu_Kiyomasa-Taito_Tokyo_Tokyo_Prefecture_Kanto.html?m=66827,,
8466418,Labelcafe Tokyo,https://media-cdn.tripadvisor.com/media/photo-o/08/7b/05/75/caption.jpg,139.73715,35.65261,tokyo,Mita,Asia/Tokyo,"1-11-49 Label Bldg 1F, Mita, Minato 108-0073 Tokyo Prefecture",2,JPY,3.5,6,['cafe'],https://www.tripadvisor.com/Restaurant_Review-g14129732-d8466418-Reviews-Labelcafe_Tokyo-Mita_Minato_Tokyo_Tokyo_Prefecture_Kanto.html?m=66827,"['Monday: 09:00 - 17:00', 'Tuesday: Closed', 'Wednesday: 09:00 - 17:00', 'Thursday: 09:00 - 17:00', 'Friday: 09:00 - 17:00', 'Saturday: 09:00 - 17:00', 'Sunday: 09:00 - 17:00']",http://www.label-creators.com/about/cafe_tokyo.html
3687280,Habukatei,https://media-cdn.tripadvisor.com/media/photo-o/0d/a0/d6/58/caption.jpg,139.74034,35.702854,tokyo,Shinjuku,Asia/Tokyo,"3-3 Tsukudocho Matsuihonsya Bldg 1F, Shinjuku 162-0821 Tokyo Prefecture",0,JPY,5.0,4,['japanese'],https://www.tripadvisor.com/Restaurant_Review-g1066457-d3687280-Reviews-Habukatei-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html?m=66827,,http://www.habukatei.jp/top.html
9947111,Fuki Zushi,https://media-cdn.tripadvisor.com/media/photo-o/11/90/c6/bb/caption.jpg,139.7419,35.603184,tokyo,Shinagawa,Asia/Tokyo,"1-23-10 Higashi Oi, Shinagawa 140-0011 Tokyo Prefecture",0,JPY,4.0,5,"['japanese', 'seafood', 'sushi']",https://www.tripadvisor.com/Restaurant_Review-g1066854-d9947111-Reviews-Fuki_Zushi-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html?m=66827,,
1678464,Tachiaigawa Yoshidaya,https://media-cdn.tripadvisor.com/media/photo-o/0a/ab/fd/40/caption.jpg,139.74088,35.60001,tokyo,Shinagawa,Asia/Tokyo,"2-15-13 Higashioi, Shinagawa 140-0011 Tokyo Prefecture",2,JPY,4.5,34,[],https://www.tripadvisor.com/Restaurant_Review-g1066854-d1678464-Reviews-Tachiaigawa_Yoshidaya-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html?m=66827,"['Monday: 11:00 - 14:30,  17:00 - 21:00', 'Tuesday: Closed', 'Wednesday: 11:00 - 14:30,  17:00 - 21:00', 'Thursday: 11:00 - 14:30,  17:00 - 21:00', 'Friday: 11:00 - 14:30,  17:00 - 21:00', 'Saturday: 11:00 - 21:00', 'Sunday: 11:00 - 20:30']",http://www.soba-yoshidaya.com/
1677163,Torihan,https://media-cdn.tripadvisor.com/media/photo-o/12/c6/34/1d/30.jpg,139.73999,35.70287,tokyo,Shinjuku,Asia/Tokyo,"4-1 Tsukudocho, Shinjuku 162-0821 Tokyo Prefecture",4,JPY,4.0,18,"['french', 'japanese', 'bar', 'pub', 'wine_bar']",https://www.tripadvisor.com/Restaurant_Review-g1066457-d1677163-Reviews-Torihan-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html?m=66827,"['Monday: 05:00 - 11:00', 'Tuesday: 05:00 - 11:00', 'Wednesday: 05:00 - 11:00', 'Thursday: 05:00 - 11:00', 'Friday: 05:00 - 11:00', 'Saturday: 05:00 - 11:00', 'Sunday: Closed']",http://kagurazaka-torihan.favy.jp/
9909920,Tamayoshi,,139.7387,35.55417,tokyo,Ota,Asia/Tokyo,"3-22-14 Nishi Kojiya, Ota 144-0034 Tokyo Prefecture",0,JPY,,0,[],https://www.tripadvisor.com/Restaurant_Review-g1066454-d9909920-Reviews-Tamayoshi-Ota_Tokyo_Tokyo_Prefecture_Kanto.html?m=66827,,
1684083,Yaoyasenbeihonpo,,139.79001,35.70408,tokyo,Taito,Asia/Tokyo,"Kuramae, Taito Tokyo Prefecture",0,JPY,,0,[],https://www.tripadvisor.com/Restaurant_Review-g1066461-d1684083-Reviews-Yaoyasenbeihonpo-Taito_Tokyo_Tokyo_Prefecture_Kanto.html?m=66827,,
9933921,Kinomi,,139.77902,35.65281,tokyo,Harumi,Asia/Tokyo,"4-7-28, Harumi, Chuo 104-0053 Tokyo Prefecture",0,JPY,,0,[],https://www.tripadvisor.com/Restaurant_Review-g14129643-d9933921-Reviews-Kinomi-Harumi_Chuo_Tokyo_Tokyo_Prefecture_Kanto.html?m=66827,,
